cod6,ano,faixa,obitos_a00a09,obitos_mal_definidos,obitos_total
211130,2018,5a19,0,6,147
211130,2018,60mais,13,32,3421
211130,2019,0a4,3,4,249
211130,2019,20a59,3,26,1679
211130,2019,5a19,0,4,145
211130,2019,60mais,7,35,3530
211130,2020,0a4,2,2,217
211130,2020,20a59,2,68,2146
211130,2020,5a19,0,13,148
211130,2020,60mais,10,41,5019
211130,2021,0a4,4,1,232
211130,2021,20a59,3,46,2319
211130,2021,5a19,1,7,126
211130,2021,60mais,6,21,4649
211130,2022,0a4,2,2,277
211130,2022,20a59,1,46,1922
211130,2022,5a19,0,5,138
211130,2022,60mais,11,33,4145
211130,2023,0a4,5,1,255
211130,2023,20a59,2,52,1688
211130,2023,5a19,0,5,106
211130,2023,60mais,13,32,4148
211130,2024,0a4,4,0,208
211130,2024,20a59,5,65,1786
211130,2024,5a19,0,5,90
211130,2024,60mais,19,32,4103
211140,2008,0a4,1,0,8
211140,2008,20a59,0,1,27
211140,2008,5a19,0,0,1
211140,2008,60mais,0,5,41
211140,2009,0a4,0,0,8
211140,2009,20a59,0,2,30
211140,2009,5a19,0,0,2
211140,2009,60mais,0,3,40
211140,2010,0a4,0,1,10
211140,2010,20a59,0,1,24
211140,2010,5a19,0,1,4
211140,2010,60mais,0,3,37
211140,2011,0a4,2,0,8
211140,2011,20a59,0,3,42
211140,2011,60mais,0,6,57
211140,2012,0a4,0,0,2
211140,2012,20a59,0,0,20
211140,2012,5a19,0,0,6
211140,2012,60mais,0,5,40
211140,2013,0a4,1,0,3
211140,2013,20a59,0,2,31
211140,2013,5a19,0,0,4
211140,2013,60mais,0,7,42
211140,2014,0a4,1,1,8
211140,2014,20a59,0,2,27
211140,2014,5a19,0,0,3
211140,2014,60mais,0,2,54
211140,2015,0a4,1,0,5
211140,2015,20a59,0,1,23
211140,2015,5a19,0,1,5
211140,2015,60mais,0,7,64
211140,2016,0a4,0,0,5
211140,2016,20a59,0,3,25
211140,2016,5a19,0,0,4
211140,2016,60mais,1,2,49
211140,2017,0a4,0,1,3
211140,2017,20a59,0,2,40
211140,2017,5a19,0,0,3
211140,2017,60mais,0,1,61
211140,2018,0a4,0,0,6
211140,2018,20a59,0,3,38
211140,2018,5a19,0,0,2
211140,2018,60mais,0,2,71
211140,2019,0a4,0,0,9
211140,2019,20a59,0,3,38
211140,2019,5a19,0,0,1
211140,2019,60mais,0,3,63
211140,2020,0a4,0,0,5
211140,2020,20a59,0,0,29
211140,2020,5a19,0,0,3
211140,2020,60mais,0,4,67
211140,2021,0a4,1,0,4
211140,2021,20a59,0,1,30
211140,2021,5a19,0,0,2
211140,2021,60mais,0,0,63
211140,2022,0a4,0,0,7
211140,2022,20a59,0,1,35
211140,2022,5a19,0,0,2
211140,2022,60mais,0,1,70
211140,2023,0a4,0,0,1
211140,2023,20a59,0,1,37
211140,2023,5a19,0,0,4
211140,2023,60mais,0,1,56
211140,2024,0a4,0,0,2
211140,2024,20a59,0,0,29
211140,2024,5a19,0,0,4
211140,2024,60mais,1,4,81
211150,2008,0a4,2,2,24
211150,2008,20a59,1,0,55
211150,2008,5a19,0,0,17
211150,2008,60mais,0,3,107
211150,2009,0a4,1,0,13
211150,2009,20a59,0,1,64
211150,2009,5a19,0,0,10
211150,2009,60mais,0,3,81
211150,2010,0a4,0,1,10
211150,2010,20a59,0,1,84
211150,2010,5a19,0,0,9
211150,2010,60mais,1,1,90
211150,2011,0a4,0,2,12
211150,2011,20a59,0,1,76
211150,2011,5a19,0,0,5
211150,2011,60mais,2,2,116
211150,2012,0a4,3,1,17
211150,2012,20a59,0,0,67
211150,2012,5a19,0,1,12
211150,2012,60mais,3,4,109
211150,2013,0a4,0,0,20
211150,2013,20a59,0,6,84
211150,2013,5a19,0,1,7
211150,2013,60mais,1,5,116
211150,2014,0a4,0,2,16
211150,2014,20a59,1,7,69
211150,2014,5a19,0,0,9
211150,2014,60mais,0,10,128
211150,2015,0a4,0,0,11
211150,2015,20a59,0,4,68
211150,2015,5a19,0,0,9
211150,2015,60mais,1,15,140
211150,2016,0a4,0,0,18
211150,2016,20a59,0,9,84
211150,2016,5a19,0,0,9
211150,2016,60mais,1,16,137
211150,2017,0a4,0,0,11
211150,2017,20a59,1,5,79
211150,2017,5a19,0,0,13
211150,2017,60mais,3,11,158
211150,2018,0a4,0,0,15
211150,2018,20a59,0,5,83
211150,2018,5a19,0,0,3
211150,2018,60mais,0,12,124
211150,2019,0a4,0,0,8
211150,2019,20a59,0,9,69
211150,2019,5a19,0,0,3
211150,2019,60mais,0,20,143
211150,2020,0a4,0,0,9
211150,2020,20a59,0,7,88
211150,2020,5a19,0,1,4
211150,2020,60mais,0,30,195
211150,2021,0a4,0,1,6
211150,2021,20a59,0,3,80
211150,2021,5a19,0,0,6
211150,2021,60mais,1,17,195
211150,2022,0a4,0,0,7
211150,2022,20a59,0,4,81
211150,2022,5a19,0,1,7
211150,2022,60mais,0,26,151
211150,2023,0a4,0,0,14
211150,2023,20a59,0,4,70
211150,2023,5a19,0,0,5
211150,2023,60mais,2,16,168
211150,2024,0a4,0,4,15
211150,2024,20a59,0,11,79
211150,2024,5a19,1,0,6
211150,2024,60mais,4,11,175
211153,2008,0a4,0,0,3
211153,2008,20a59,0,2,19
211153,2008,5a19,0,0,3
211153,2008,60mais,0,3,22
211153,2009,20a59,0,4,17
211153,2009,5a19,0,1,2
211153,2009,60mais,1,8,27
211153,2010,0a4,0,1,2
211153,2010,20a59,0,1,19
211153,2010,5a19,1,1,2
211153,2010,60mais,0,9,25
211153,2011,0a4,0,1,4
211153,2011,20a59,0,10,25
211153,2011,5a19,0,0,2
211153,2011,60mais,0,13,32
211153,2012,0a4,0,0,7
211153,2012,20a59,0,2,14
211153,2012,5a19,0,0,2
211153,2012,60mais,0,1,25
211153,2013,0a4,0,0,7
211153,2013,20a59,0,4,20
211153,2013,5a19,0,0,2
211153,2013,60mais,0,4,41
211153,2014,0a4,0,0,7
211153,2014,20a59,0,4,21
211153,2014,5a19,0,0,1
211153,2014,60mais,1,2,25
211153,2015,0a4,0,0,5
211153,2015,20a59,0,1,17
211153,2015,5a19,0,0,4
211153,2015,60mais,0,6,34
211153,2016,0a4,0,0,2
211153,2016,20a59,0,0,13
211153,2016,60mais,0,3,36
211153,2017,0a4,0,0,1
211153,2017,20a59,0,2,23
211153,2017,5a19,0,0,2
211153,2017,60mais,0,9,41
211153,2018,0a4,0,0,1
211153,2018,20a59,0,2,19
211153,2018,5a19,0,0,1
211153,2018,60mais,0,16,42
211153,2019,0a4,0,0,2
211153,2019,20a59,0,2,21
211153,2019,5a19,0,2,6
211153,2019,60mais,0,14,46
211153,2020,0a4,0,1,5
211153,2020,20a59,0,3,19
211153,2020,5a19,0,0,1
211153,2020,60mais,0,14,42
211153,2021,0a4,0,0,3
211153,2021,20a59,0,1,26
211153,2021,5a19,0,0,2
211153,2021,60mais,0,2,59
211153,2022,0a4,0,0,6
211153,2022,20a59,0,0,26
211153,2022,5a19,0,0,2
211153,2022,60mais,1,0,49
211153,2023,0a4,0,0,3
211153,2023,20a59,0,1,30
211153,2023,5a19,0,1,2
211153,2023,60mais,0,2,30
211153,2024,20a59,0,1,29
211153,2024,5a19,0,0,1
211153,2024,60mais,0,3,55
211157,2008,20a59,0,0,3
211157,2008,5a19,0,0,1
211157,2008,60mais,0,0,13
211157,2009,0a4,0,0,2
211157,2009,20a59,0,0,1
211157,2009,60mais,0,5,13
211157,2010,0a4,0,0,1
211157,2010,60mais,0,1,6
211157,2011,0a4,0,0,3
211157,2011,20a59,0,0,5
211157,2011,5a19,0,0,1
211157,2011,60mais,0,0,9
211157,2012,0a4,0,0,1
211157,2012,20a59,0,0,6
211157,2012,60mais,0,2,14
211157,2013,0a4,0,0,2
211157,2013,20a59,0,0,3
211157,2013,60mais,0,0,12
211157,2014,0a4,0,1,2
211157,2014,20a59,0,0,6
211157,2014,60mais,0,0,10
211157,2015,0a4,0,0,1
211157,2015,20a59,0,0,4
211157,2015,60mais,0,0,6
211157,2016,20a59,0,0,3
211157,2016,60mais,0,1,11
211157,2017,0a4,0,0,2
211157,2017,20a59,0,2,7
211157,2017,60mais,0,0,16
211157,2018,0a4,0,0,2
211157,2018,20a59,0,0,4
211157,2018,60mais,0,0,14
211157,2019,20a59,0,0,10
211157,2019,60mais,0,0,8
211157,2020,20a59,0,0,2
211157,2020,60mais,0,0,26
211157,2021,0a4,0,0,1
211157,2021,20a59,0,0,10
211157,2021,5a19,0,0,1
211157,2021,60mais,0,0,12
211157,2022,0a4,0,1,1
211157,2022,20a59,0,0,7
211157,2022,5a19,0,0,3
211157,2022,60mais,0,3,15
211157,2023,0a4,0,1,1
211157,2023,20a59,0,0,5
211157,2023,5a19,0,0,3
211157,2023,60mais,0,1,8
211157,2024,0a4,0,0,1
211157,2024,20a59,0,0,1
211157,2024,60mais,0,1,13
211160,2008,0a4,0,0,4
211160,2008,20a59,0,0,28
211160,2008,5a19,0,0,6
211160,2008,60mais,0,0,54
211160,2009,0a4,1,0,9
211160,2009,20a59,0,2,29
211160,2009,5a19,0,0,2
211160,2009,60mais,0,1,49
211160,2010,0a4,0,1,5
211160,2010,20a59,0,3,27
211160,2010,5a19,0,0,6
211160,2010,60mais,0,2,37
211160,2011,0a4,0,0,5
211160,2011,20a59,0,4,26
211160,2011,5a19,0,0,4
211160,2011,60mais,0,4,47
211160,2012,0a4,0,0,4
211160,2012,20a59,0,4,35
211160,2012,5a19,0,0,2
211160,2012,60mais,0,4,52
211160,2013,0a4,0,1,6
211160,2013,20a59,0,4,22
211160,2013,5a19,0,2,7
211160,2013,60mais,0,9,58
211160,2014,0a4,0,0,11
211160,2014,20a59,0,4,28
211160,2014,60mais,0,4,50
211160,2015,0a4,1,1,12
211160,2015,20a59,0,4,34
211160,2015,5a19,0,1,3
211160,2015,60mais,0,6,49
211160,2016,0a4,0,3,7
211160,2016,20a59,0,4,33
211160,2016,5a19,0,2,5
211160,2016,60mais,0,13,63
211160,2017,0a4,0,1,8
211160,2017,20a59,0,3,35
211160,2017,5a19,0,0,1
211160,2017,60mais,0,7,88
211160,2018,0a4,0,0,6
211160,2018,20a59,0,8,32
211160,2018,5a19,0,0,2
211160,2018,60mais,0,10,49
211160,2019,0a4,0,0,11
211160,2019,20a59,0,1,30
211160,2019,5a19,0,2,6
211160,2019,60mais,0,8,67
211160,2020,0a4,0,0,7
211160,2020,20a59,1,3,49
211160,2020,5a19,0,1,4
211160,2020,60mais,0,7,94
211160,2021,0a4,0,1,7
211160,2021,20a59,0,7,44
211160,2021,5a19,0,0,8
211160,2021,60mais,1,11,98
211160,2022,0a4,0,0,2
211160,2022,20a59,0,3,45
211160,2022,5a19,0,0,8
211160,2022,60mais,0,12,101
211160,2023,0a4,0,1,2
211160,2023,20a59,0,5,57
211160,2023,5a19,0,0,3
211160,2023,60mais,2,14,78
211160,2024,0a4,0,0,7
211160,2024,20a59,0,7,50
211160,2024,5a19,1,0,3
211160,2024,60mais,1,16,82
211163,2008,0a4,0,0,2
211163,2008,20a59,0,0,3
211163,2008,5a19,0,1,3
211163,2008,60mais,0,1,15
211163,2009,0a4,0,0,2
211163,2009,20a59,0,0,3
211163,2009,60mais,0,0,7
211163,2010,0a4,0,0,1
211163,2010,20a59,0,0,5
211163,2010,5a19,0,0,1
211163,2010,60mais,0,0,11
211163,2011,0a4,0,0,1
211163,2011,20a59,0,0,10
211163,2011,5a19,0,0,1
211163,2011,60mais,0,0,15
211163,2012,0a4,0,0,4
211163,2012,20a59,0,0,4
211163,2012,5a19,0,0,1
211163,2012,60mais,0,1,12
211163,2013,0a4,0,0,1
211163,2013,5a19,0,0,1
211163,2013,60mais,0,1,7
211163,2014,20a59,0,1,7
211163,2014,5a19,0,0,1
211163,2014,60mais,0,0,8
211163,2015,0a4,0,1,3
211163,2015,20a59,0,2,11
211163,2015,60mais,0,2,23
211163,2016,20a59,0,0,7
211163,2016,5a19,0,0,1
211163,2016,60mais,0,1,15
211163,2017,0a4,0,0,2
211163,2017,20a59,0,1,4
211163,2017,60mais,0,2,14
211163,2018,0a4,0,0,1
211163,2018,20a59,1,0,9
211163,2018,5a19,0,0,1
211163,2018,60mais,0,0,13
211163,2019,0a4,0,1,2
211163,2019,20a59,0,0,11
211163,2019,5a19,0,0,2
211163,2019,60mais,0,1,22
211163,2020,0a4,0,0,2
211163,2020,20a59,0,2,7
211163,2020,5a19,0,0,1
211163,2020,60mais,0,2,23
211163,2021,20a59,0,1,7
211163,2021,5a19,0,0,1
211163,2021,60mais,0,2,16
211163,2022,0a4,0,0,1
211163,2022,20a59,0,4,9
211163,2022,60mais,1,1,23
211163,2023,0a4,0,0,1
211163,2023,20a59,0,0,3
211163,2023,5a19,0,0,3
211163,2023,60mais,0,1,19
211163,2024,0a4,0,0,2
211163,2024,20a59,0,0,10
211163,2024,5a19,0,0,3
211163,2024,60mais,0,2,25
211167,2008,0a4,0,1,2
211167,2008,20a59,0,2,6
211167,2008,5a19,0,0,1
211167,2008,60mais,0,1,9
211167,2009,0a4,1,0,2
211167,2009,20a59,0,0,3
211167,2009,60mais,0,1,5
211167,2010,0a4,0,0,1
211167,2010,20a59,0,0,3
211167,2010,60mais,0,0,14
211167,2011,20a59,0,0,3
211167,2011,60mais,0,0,13
211167,2012,0a4,0,0,2
211167,2012,20a59,0,1,3
211167,2012,60mais,0,4,14
211167,2013,0a4,0,0,1
211167,2013,20a59,0,1,4
211167,2013,5a19,0,1,2
211167,2013,60mais,0,1,13
211167,2014,0a4,1,0,1
211167,2014,20a59,0,0,7
211167,2014,5a19,0,0,1
211167,2014,60mais,1,0,11
211167,2015,0a4,0,0,3
211167,2015,20a59,0,0,8
211167,2015,5a19,0,0,1
211167,2015,60mais,1,0,10
211167,2016,0a4,0,0,1
211167,2016,20a59,0,0,1
211167,2016,5a19,0,0,2
211167,2016,60mais,0,0,19
211167,2017,0a4,0,0,1
211167,2017,20a59,0,0,4
211167,2017,60mais,0,1,16
211167,2018,20a59,0,2,8
211167,2018,5a19,0,0,1
211167,2018,60mais,0,1,13
211167,2019,0a4,0,0,1
211167,2019,20a59,0,0,6
211167,2019,5a19,0,0,1
211167,2019,60mais,0,0,11
211167,2020,0a4,0,0,4
211167,2020,20a59,0,1,10
211167,2020,5a19,0,0,1
211167,2020,60mais,0,0,21
211167,2021,0a4,0,0,1
211167,2021,20a59,0,0,6
211167,2021,60mais,0,0,14
211167,2022,0a4,0,0,4
211167,2022,20a59,1,0,6
211167,2022,5a19,0,0,2
211167,2022,60mais,0,1,17
211167,2023,0a4,0,0,1
211167,2023,20a59,0,0,6
211167,2023,5a19,0,0,1
211167,2023,60mais,0,0,18
211167,2024,0a4,0,0,1
211167,2024,20a59,0,0,7
211167,2024,5a19,0,0,1
211167,2024,60mais,0,0,18
211170,2008,0a4,0,0,2
211170,2008,20a59,0,0,18
211170,2008,5a19,0,0,4
211170,2008,60mais,0,2,47
211170,2009,0a4,0,0,11
211170,2009,20a59,0,0,19
211170,2009,5a19,0,0,7
211170,2009,60mais,0,5,40
211170,2010,0a4,0,0,4
211170,2010,20a59,2,3,27
211170,2010,5a19,0,1,2
211170,2010,60mais,0,4,47
211170,2011,0a4,0,0,2
211170,2011,20a59,1,0,18
211170,2011,5a19,0,0,1
211170,2011,60mais,0,0,40
211170,2012,0a4,0,0,4
211170,2012,20a59,0,1,19
211170,2012,5a19,0,0,5
211170,2012,60mais,0,1,39
211170,2013,0a4,0,0,4
211170,2013,20a59,1,3,27
211170,2013,5a19,0,1,3
211170,2013,60mais,0,3,41
211170,2014,0a4,0,0,4
211170,2014,20a59,0,3,19
211170,2014,5a19,0,1,5
211170,2014,60mais,0,3,55
211170,2015,0a4,1,0,4
211170,2015,20a59,0,1,26
211170,2015,5a19,0,1,4
211170,2015,60mais,0,6,54
211170,2016,0a4,0,1,4
211170,2016,20a59,0,2,24
211170,2016,5a19,0,0,1
211170,2016,60mais,0,0,47
211170,2017,0a4,0,1,4
211170,2017,20a59,0,3,30
211170,2017,5a19,0,0,1
211170,2017,60mais,0,3,60
211170,2018,0a4,0,0,5
211170,2018,20a59,0,3,26
211170,2018,5a19,0,0,1
211170,2018,60mais,0,6,58
211170,2019,0a4,0,0,4
211170,2019,20a59,0,1,24
211170,2019,5a19,0,0,4
211170,2019,60mais,0,1,57
211170,2020,0a4,0,0,3
211170,2020,20a59,0,1,23
211170,2020,5a19,0,0,2
211170,2020,60mais,0,2,54
211170,2021,0a4,0,0,1
211170,2021,20a59,0,0,31
211170,2021,5a19,0,0,2
211170,2021,60mais,0,1,76
211170,2022,0a4,0,0,7
211170,2022,20a59,0,1,19
211170,2022,5a19,0,0,3
211170,2022,60mais,1,5,70
211170,2023,0a4,1,1,6
211170,2023,20a59,0,0,25
211170,2023,5a19,0,0,3
211170,2023,60mais,0,3,64
211170,2024,0a4,0,0,2
211170,2024,20a59,0,7,41
211170,2024,5a19,0,0,4
211170,2024,60mais,1,3,85
211172,2008,0a4,0,1,5
211172,2008,20a59,0,0,12
211172,2008,60mais,0,2,15
211172,2009,0a4,1,0,5
211172,2009,20a59,0,0,3
211172,2009,60mais,0,0,13
211172,2010,20a59,0,0,8
211172,2010,5a19,0,0,1
211172,2010,60mais,0,2,14
211172,2011,0a4,0,0,4
211172,2011,20a59,0,3,10
211172,2011,5a19,0,0,1
211172,2011,60mais,0,3,15
211172,2012,0a4,0,0,1
211172,2012,20a59,0,0,6
211172,2012,5a19,0,0,1
211172,2012,60mais,0,2,15
211172,2013,0a4,0,1,6
211172,2013,20a59,0,1,11
211172,2013,60mais,0,1,12
211172,2014,0a4,0,0,1
211172,2014,20a59,0,0,7
211172,2014,60mais,0,0,20
211172,2015,20a59,0,2,12
211172,2015,60mais,1,1,19
211172,2016,0a4,0,0,2
211172,2016,20a59,0,2,9
211172,2016,5a19,0,0,1
211172,2016,60mais,0,4,18
211172,2017,20a59,0,4,17
211172,2017,5a19,0,0,1
211172,2017,60mais,0,6,18
211172,2018,0a4,0,2,3
211172,2018,20a59,0,4,13
211172,2018,5a19,0,0,2
211172,2018,60mais,0,11,21
211172,2019,0a4,0,0,1
211172,2019,20a59,0,6,10
211172,2019,5a19,0,0,1
211172,2019,60mais,0,12,16
211172,2020,0a4,0,1,3
211172,2020,20a59,0,1,9
211172,2020,5a19,0,1,3
211172,2020,60mais,0,5,13
211172,2021,0a4,0,0,2
211172,2021,20a59,0,4,16
211172,2021,5a19,0,2,3
211172,2021,60mais,0,6,21
211172,2022,20a59,0,1,10
211172,2022,60mais,0,0,33
211172,2023,20a59,0,0,13
211172,2023,60mais,1,8,33
211172,2024,0a4,0,0,4
211172,2024,20a59,0,1,20
211172,2024,5a19,0,0,1
211172,2024,60mais,0,3,37
211174,2008,0a4,0,0,7
211174,2008,20a59,0,0,11
211174,2008,5a19,0,0,1
211174,2008,60mais,0,1,18
211174,2009,0a4,1,0,6
211174,2009,20a59,0,0,10
211174,2009,60mais,0,1,25
211174,2010,0a4,0,0,2
211174,2010,20a59,0,0,11
211174,2010,5a19,0,0,2
211174,2010,60mais,0,0,8
211174,2011,0a4,0,0,1
211174,2011,20a59,0,0,18
211174,2011,5a19,0,0,3
211174,2011,60mais,0,1,28
211174,2012,0a4,0,0,5
211174,2012,20a59,0,1,10
211174,2012,60mais,0,1,33
211174,2013,0a4,0,1,7
211174,2013,20a59,0,1,12
211174,2013,5a19,0,0,2
211174,2013,60mais,0,2,35
211174,2014,0a4,0,0,3
211174,2014,20a59,0,0,18
211174,2014,5a19,0,0,3
211174,2014,60mais,0,0,12
211174,2015,0a4,0,0,1
211174,2015,20a59,0,1,21
211174,2015,5a19,0,0,1
211174,2015,60mais,0,0,29
211174,2016,0a4,0,0,1
211174,2016,20a59,0,1,18
211174,2016,5a19,0,0,1
211174,2016,60mais,0,1,37
211174,2017,0a4,0,0,3
211174,2017,20a59,0,1,16
211174,2017,5a19,0,0,1
211174,2017,60mais,0,3,30
211174,2018,0a4,0,0,5
211174,2018,20a59,0,1,12
211174,2018,5a19,0,0,1
211174,2018,60mais,1,3,23
211174,2019,0a4,0,1,3
211174,2019,20a59,0,0,13
211174,2019,5a19,0,0,2
211174,2019,60mais,0,2,27
211174,2020,0a4,0,0,1
211174,2020,20a59,0,0,11
211174,2020,60mais,0,2,37
211174,2021,0a4,0,0,2
211174,2021,20a59,0,1,15
211174,2021,5a19,0,0,2
211174,2021,60mais,0,1,28
211174,2022,0a4,0,0,4
211174,2022,20a59,0,1,19
211174,2022,5a19,0,0,2
211174,2022,60mais,0,1,23
211174,2023,0a4,0,0,5
211174,2023,20a59,0,0,18
211174,2023,60mais,0,1,33
211174,2024,0a4,0,0,2
211174,2024,20a59,0,0,15
211174,2024,5a19,0,0,1
211174,2024,60mais,0,0,32
211176,2008,0a4,2,0,8
211176,2008,20a59,0,6,23
211176,2008,5a19,0,0,2
211176,2008,60mais,0,25,51
211176,2009,0a4,1,0,8
211176,2009,20a59,0,3,14
211176,2009,5a19,0,0,2
211176,2009,60mais,0,17,34
211176,2010,0a4,1,0,5
211176,2010,20a59,0,2,16
211176,2010,5a19,0,0,3
211176,2010,60mais,0,16,42
211176,2011,0a4,0,0,6
211176,2011,20a59,0,2,23
211176,2011,5a19,0,0,2
211176,2011,60mais,0,24,54
211176,2012,0a4,0,1,8
211176,2012,20a59,0,6,29
211176,2012,5a19,0,0,2
211176,2012,60mais,0,20,49
211176,2013,0a4,0,0,5
211176,2013,20a59,0,9,37
211176,2013,5a19,0,2,6
211176,2013,60mais,0,24,45
211176,2014,0a4,0,0,8
211176,2014,20a59,0,3,48
211176,2014,5a19,0,0,3
211176,2014,60mais,0,18,51
211176,2015,0a4,0,0,7
211176,2015,20a59,0,8,34
211176,2015,60mais,0,22,60
211176,2016,0a4,0,0,5
211176,2016,20a59,0,2,31
211176,2016,5a19,0,0,2
211176,2016,60mais,0,13,75
211176,2017,0a4,0,1,5
211176,2017,20a59,0,0,28
211176,2017,5a19,0,0,3
211176,2017,60mais,0,11,83
211176,2018,0a4,0,0,6
211176,2018,20a59,0,1,30
211176,2018,5a19,0,0,3
211176,2018,60mais,0,4,64
211176,2019,0a4,0,0,5
211176,2019,20a59,0,1,29
211176,2019,5a19,0,0,1
211176,2019,60mais,0,5,97
211176,2020,0a4,1,0,7
211176,2020,20a59,0,0,34
211176,2020,5a19,0,0,1
211176,2020,60mais,0,5,77
211176,2021,0a4,0,0,4
211176,2021,20a59,0,0,31
211176,2021,5a19,0,0,3
211176,2021,60mais,0,5,76
211176,2022,0a4,0,0,1
211176,2022,20a59,0,2,37
211176,2022,5a19,0,0,3
211176,2022,60mais,0,10,79
211176,2023,0a4,0,0,1
211176,2023,20a59,2,1,38
211176,2023,5a19,0,0,2
211176,2023,60mais,0,4,83
211176,2024,0a4,0,0,1
211176,2024,20a59,0,1,33
211176,2024,5a19,0,0,3
211176,2024,60mais,0,2,77
211178,2008,0a4,0,0,3
211178,2008,20a59,1,0,7
211178,2008,5a19,0,1,3
211178,2008,60mais,0,0,8
211178,2009,0a4,0,0,5
211178,2009,20a59,0,3,12
211178,2009,5a19,0,1,3
211178,2009,60mais,0,0,9
211178,2010,0a4,0,1,5
211178,2010,20a59,0,3,8
211178,2010,60mais,0,1,8
211178,2011,0a4,0,0,3
211178,2011,20a59,0,8,14
211178,2011,5a19,0,0,2
211178,2011,60mais,0,17,20
211178,2012,0a4,0,0,4
211178,2012,20a59,0,5,10
211178,2012,5a19,0,0,1
211178,2012,60mais,0,10,19
211178,2013,0a4,0,0,2
211178,2013,20a59,0,2,23
211178,2013,5a19,0,0,1
211178,2013,60mais,0,1,21
211178,2014,0a4,2,0,4
211178,2014,20a59,0,0,9
211178,2014,60mais,0,2,22
211178,2015,0a4,0,0,7
211178,2015,20a59,0,2,17
211178,2015,60mais,0,4,20
211178,2016,0a4,0,2,7
211178,2016,20a59,0,1,14
211178,2016,5a19,0,0,2
211178,2016,60mais,2,1,14
211178,2017,0a4,0,0,2
211178,2017,20a59,0,4,13
211178,2017,5a19,0,0,1
211178,2017,60mais,0,3,19
211178,2018,0a4,0,1,3
211178,2018,20a59,0,1,10
211178,2018,5a19,0,0,1
211178,2018,60mais,0,6,21
211178,2019,0a4,0,0,2
211178,2019,20a59,0,1,7
211178,2019,5a19,0,1,1
211178,2019,60mais,0,1,11
211178,2020,0a4,0,0,1
211178,2020,20a59,0,2,12
211178,2020,60mais,0,0,17
211178,2021,0a4,0,0,1
211178,2021,20a59,0,1,19
211178,2021,60mais,0,2,28
211178,2022,0a4,0,0,3
211178,2022,20a59,0,0,14
211178,2022,5a19,0,0,1
211178,2022,60mais,0,0,31
211178,2023,0a4,0,0,2
211178,2023,20a59,0,1,14
211178,2023,5a19,0,0,2
211178,2023,60mais,0,4,31
211178,2024,0a4,0,0,1
211178,2024,20a59,0,1,11
211178,2024,5a19,0,0,1
211178,2024,60mais,0,5,29
211180,2008,0a4,2,0,8
211180,2008,20a59,0,1,24
211180,2008,5a19,0,0,3
211180,2008,60mais,0,7,34
211180,2009,0a4,0,1,5
211180,2009,20a59,0,1,13
211180,2009,5a19,0,0,2
211180,2009,60mais,0,3,32
211180,2010,0a4,0,1,5
211180,2010,20a59,0,3,16
211180,2010,5a19,0,1,5
211180,2010,60mais,0,6,38
211180,2011,0a4,1,0,7
211180,2011,20a59,0,1,16
211180,2011,5a19,0,0,2
211180,2011,60mais,0,1,28
211180,2012,0a4,0,0,2
211180,2012,20a59,0,1,19
211180,2012,5a19,0,1,2
211180,2012,60mais,0,7,47
211180,2013,0a4,0,0,3
211180,2013,20a59,0,2,26
211180,2013,5a19,0,0,3
211180,2013,60mais,0,7,32
211180,2014,0a4,0,1,5
211180,2014,20a59,0,6,28
211180,2014,5a19,0,1,2
211180,2014,60mais,0,11,44
211180,2015,0a4,0,0,9
211180,2015,20a59,0,1,18
211180,2015,5a19,0,0,3
211180,2015,60mais,0,5,48
211180,2016,0a4,0,0,6
211180,2016,20a59,0,2,33
211180,2016,5a19,0,0,2
211180,2016,60mais,1,7,47
211180,2017,0a4,0,0,7
211180,2017,20a59,0,0,10
211180,2017,5a19,0,0,4
211180,2017,60mais,0,3,46
211180,2018,0a4,0,0,5
211180,2018,20a59,0,0,10
211180,2018,5a19,0,1,3
211180,2018,60mais,0,9,48
211180,2019,0a4,0,0,6
211180,2019,20a59,0,1,21
211180,2019,5a19,0,1,7
211180,2019,60mais,0,3,46
211180,2020,0a4,0,0,3
211180,2020,20a59,0,1,27
211180,2020,5a19,0,0,2
211180,2020,60mais,0,8,65
211180,2021,0a4,0,0,6
211180,2021,20a59,0,1,34
211180,2021,5a19,0,0,3
211180,2021,60mais,1,3,59
211180,2022,0a4,0,0,6
211180,2022,20a59,0,1,33
211180,2022,5a19,0,0,4
211180,2022,60mais,0,8,68
211180,2023,0a4,0,0,2
211180,2023,20a59,0,1,20
211180,2023,5a19,0,0,3
211180,2023,60mais,0,9,59
211180,2024,0a4,0,0,1
211180,2024,20a59,0,1,17
211180,2024,5a19,0,0,3
211180,2024,60mais,0,5,69
211190,2008,0a4,0,0,3
211190,2008,20a59,1,0,16
211190,2008,60mais,0,2,26
211190,2009,0a4,0,0,3
211190,2009,20a59,0,0,15
211190,2009,5a19,0,0,1
211190,2009,60mais,0,1,22
211190,2010,0a4,0,0,2
211190,2010,20a59,0,0,12
211190,2010,5a19,0,0,2
211190,2010,60mais,0,0,18
211190,2011,0a4,0,0,6
211190,2011,20a59,0,0,15
211190,2011,60mais,0,2,32
211190,2012,0a4,0,0,3
211190,2012,20a59,0,0,17
211190,2012,5a19,0,0,3
211190,2012,60mais,0,0,15
211190,2013,0a4,1,0,4
211190,2013,20a59,0,0,13
211190,2013,5a19,0,0,2
